,user_id,Dinero Gastado,P de Recomendacion,Cantidad de Items
0,76561197995098683,9.99,0.0,102
1,76561197995098683,9.99,0.0,102
2,76561197995098683,19.99,0.0,102
3,76561197995098683,19.99,0.0,102
4,76561197995098683,9.99,0.0,102
5,76561197995098683,9.99,0.0,102
6,76561197995098683,19.99,0.0,102
7,76561197995098683,4.99,0.0,102
8,76561197995098683,9.99,0.0,102
9,76561197995098683,19.99,0.0,102
10,76561197995098683,29.99,0.0,102
11,76561197995098683,4.99,0.0,102
12,76561197995098683,9.99,0.0,102
13,76561197995098683,9.99,0.0,102
14,76561197995098683,19.99,0.0,102
15,76561197995098683,19.99,0.0,102
16,76561197995098683,19.99,0.0,102
17,76561197995098683,19.99,0.0,102
18,76561197995098683,4.99,0.0,102
19,76561197995098683,4.99,0.0,102
20,76561197995098683,4.99,0.0,102
21,76561197995098683,14.99,0.0,102
22,76561197995098683,14.99,0.0,102
23,76561197995098683,29.99,0.0,102
24,76561197995098683,14.99,0.0,102
25,76561197995098683,14.99,0.0,102
26,76561197995098683,19.99,0.0,102
27,76561197995098683,9.99,0.0,102
28,76561197995098683,9.99,0.0,102
29,76561197995098683,19.99,0.0,102
30,76561197995098683,19.99,0.0,102
31,76561197995098683,9.99,0.0,102
32,76561197995098683,9.99,0.0,102
33,76561197995098683,9.99,0.0,102
34,76561197995098683,19.99,0.0,102
35,76561197995098683,0.0,0.0,102
36,76561197995098683,9.99,0.0,102
37,76561197995098683,9.99,0.0,102
38,76561197995098683,9.99,0.0,102
39,76561197995098683,29.99,0.0,102
40,76561197995098683,29.99,0.0,102
41,76561197995098683,29.99,0.0,102
42,76561197995098683,34.99,0.0,102
43,76561197995098683,34.99,0.0,102
44,76561197995098683,0.0,0.0,102
45,76561197995098683,0.0,0.0,102
46,76561197995098683,0.0,0.0,102
47,76561197995098683,19.99,0.0,102
48,76561197995098683,19.99,0.0,102
49,76561197995098683,19.99,0.0,102
50,76561197995098683,19.99,0.0,102
51,76561197995098683,0.0,0.0,102
52,76561197995098683,0.0,0.0,102
53,76561197995098683,0.0,0.0,102
54,76561197995098683,0.0,0.0,102
55,76561197995098683,4.99,0.0,102
56,76561197995098683,29.99,0.0,102
57,76561197995098683,39.99,0.0,102
58,76561197995098683,39.99,0.0,102
59,76561197995098683,7.99,0.0,102
60,76561197995098683,7.99,0.0,102
61,76561197995098683,7.99,0.0,102
62,76561197995098683,39.99,0.0,102
63,76561197995098683,39.99,0.0,102
64,76561197995098683,39.99,0.0,102
65,76561197995098683,39.99,0.0,102
66,76561197995098683,39.99,0.0,102
67,76561197995098683,19.99,0.0,102
68,76561197995098683,19.99,0.0,102
69,76561197995098683,19.99,0.0,102
70,76561197995098683,39.99,0.0,102
71,76561197995098683,39.99,0.0,102
72,76561197995098683,39.99,0.0,102
73,76561197995098683,29.99,0.0,102
74,76561197995098683,9.99,0.0,102
75,76561197995098683,9.99,0.0,102
76,76561197995098683,9.99,0.0,102
77,76561197995098683,29.99,0.0,102
